Manufacturer Name,NDC Number,Effective Date,History Effective Date,WAC Increase Amount,WAC Amount
Bayer,50419025001,01/01/2022,01/01/2022,$696.60,"$12,312.00"
Bayer,50419025091,01/01/2022,12/01/2017,$55.20,$975.26
Bayer,50419025091,01/01/2022,01/07/2019,$58.52,"$1,033.78"
Bayer,50419025091,01/01/2022,01/07/2020,$62.03,"$1,095.81"
Bayer,50419025091,01/01/2022,01/01/2021,$65.73,"$1,161.54"
Bayer,50419025091,01/01/2022,01/01/2022,$69.66,"$1,231.20"
Bayer,50419025101,01/01/2022,12/01/2017,$552.04,"$9,752.64"
Bayer,50419025101,01/01/2022,01/07/2019,$585.16,"$10,337.80"
Bayer,50419025101,01/01/2022,01/07/2020,$620.27,"$10,958.07"
Bayer,50419025101,01/01/2022,01/01/2021,$657.33,"$11,615.40"
Bayer,50419025101,01/01/2022,01/01/2022,$696.60,"$12,312.00"
Bayer,50419025191,01/01/2022,12/01/2017,$55.20,$975.26
Bayer,50419025191,01/01/2022,01/07/2019,$58.52,"$1,033.78"
Bayer,50419025191,01/01/2022,01/07/2020,$62.03,"$1,095.81"
Bayer,50419025191,01/01/2022,01/01/2021,$65.73,"$1,161.54"
Bayer,50419025191,01/01/2022,01/01/2022,$69.66,"$1,231.20"
Bayer,50419025201,01/01/2022,12/01/2017,$552.04,"$9,752.64"
Bayer,50419025201,01/01/2022,01/07/2019,$585.16,"$10,337.80"
Bayer,50419025201,01/01/2022,01/07/2020,$620.27,"$10,958.07"
Bayer,50419025201,01/01/2022,01/01/2021,$657.33,"$11,615.40"
Bayer,50419025201,01/01/2022,01/01/2022,$696.60,"$12,312.00"
Bayer,50419025291,01/01/2022,12/01/2017,$55.20,$975.26
Bayer,50419025291,01/01/2022,01/07/2019,$58.52,"$1,033.78"
Bayer,50419025291,01/01/2022,01/07/2020,$62.03,"$1,095.81"
Bayer,50419025291,01/01/2022,01/01/2021,$65.73,"$1,161.54"
Bayer,50419025291,01/01/2022,01/01/2022,$69.66,"$1,231.20"
Bayer,50419025301,01/01/2022,12/01/2017,$552.04,"$9,752.64"
Bayer,50419025301,01/01/2022,01/07/2019,$585.16,"$10,337.80"
Bayer,50419025301,01/01/2022,01/07/2020,$620.27,"$10,958.07"
Bayer,50419025301,01/01/2022,01/01/2021,$657.33,"$11,615.40"
Bayer,50419025301,01/01/2022,01/01/2022,$696.60,"$12,312.00"
Bayer,50419025391,01/01/2022,12/01/2017,$55.20,$975.26
Bayer,50419025391,01/01/2022,01/07/2019,$58.52,"$1,033.78"
Bayer,50419025391,01/01/2022,01/07/2020,$62.03,"$1,095.81"
Bayer,50419025391,01/01/2022,01/01/2021,$65.73,"$1,161.54"
Bayer,50419025391,01/01/2022,01/01/2022,$69.66,"$1,231.20"
Bayer,50419025401,01/01/2022,12/01/2017,$552.04,"$9,752.64"
Bayer,50419025401,01/01/2022,01/07/2019,$585.16,"$10,337.80"
Bayer,50419025401,01/01/2022,01/07/2020,$620.27,"$10,958.07"
Bayer,50419025401,01/01/2022,01/01/2021,$657.33,"$11,615.40"
Bayer,50419025401,01/01/2022,01/01/2022,$696.60,"$12,312.00"
Bayer,50419025491,01/01/2022,12/01/2017,$55.20,$975.26
Bayer,50419025491,01/01/2022,01/07/2019,$58.52,"$1,033.78"
Bayer,50419025491,01/01/2022,01/07/2020,$62.03,"$1,095.81"
Bayer,50419025491,01/01/2022,01/01/2021,$65.73,"$1,161.54"
Bayer,50419025491,01/01/2022,01/01/2022,$69.66,"$1,231.20"
Bayer,50419048858,05/26/2022,12/29/2017,$823.97,"$17,303.40"
Bayer,50419048858,05/26/2022,05/25/2018,"$1,366.97","$18,670.37"
Bayer,50419048858,05/26/2022,06/01/2019,$560.83,"$19,231.20"
Bayer,50419048858,05/26/2022,01/18/2020,$750.00,"$19,981.20"
Bayer,50419048858,05/26/2022,01/01/2021,$778.80,"$20,760.00"
Bayer,50419048858,05/26/2022,01/01/2022,"$1,432.80","$22,192.80"
Bayer,50419048858,05/26/2022,05/26/2022,$621.60,"$22,814.40"
Biogen,64406000801,01/01/2022,01/01/2017,$203.00,"$6,000.00"
Biogen,64406000801,01/01/2022,01/01/2018,$180.00,"$6,180.00"
Biogen,64406000801,01/01/2022,01/01/2019,$216.30,"$6,396.30"
Biogen,64406000801,01/01/2022,07/01/2019,$223.87,"$6,620.17"
Biogen,64406000801,01/01/2022,01/01/2020,$231.70,"$6,851.87"
Biogen,64406000801,01/01/2022,07/03/2020,$239.81,"$7,091.68"
Biogen,64406000801,01/01/2022,01/01/2021,$372.31,"$7,463.99"
Biogen,64406000801,01/01/2022,01/01/2022,$391.85,"$7,855.84"
Boehringer Ingelheim,00597007541,01/10/2022,01/04/2017,$27.27,$368.20
Boehringer Ingelheim,00597007541,01/10/2022,01/03/2018,$29.46,$397.66
Boehringer Ingelheim,00597007541,01/10/2022,01/01/2019,$31.81,$429.47
Boehringer Ingelheim,00597007541,01/10/2022,01/01/2020,$25.77,$455.24
Boehringer Ingelheim,00597007541,01/10/2022,01/01/2021,$22.76,$478.00
Boehringer Ingelheim,00597007541,01/10/2022,01/10/2022,$19.12,$497.12
Boehringer Ingelheim,00597007547,01/10/2022,01/04/2017,$81.81,"$1,104.60"
Boehringer Ingelheim,00597007547,01/10/2022,01/03/2018,$88.37,"$1,192.97"
Boehringer Ingelheim,00597007547,01/10/2022,01/01/2019,$95.44,"$1,288.41"
Boehringer Ingelheim,00597007547,01/10/2022,01/01/2020,$77.31,"$1,365.72"
Boehringer Ingelheim,00597007547,01/10/2022,01/01/2021,$68.29,"$1,434.01"
Boehringer Ingelheim,00597007547,01/10/2022,01/10/2022,$57.35,"$1,491.36"
Boehringer Ingelheim,00597007575,01/10/2022,01/01/2019,$6.30,$85.06
Boehringer Ingelheim,00597007575,01/10/2022,01/01/2020,$5.10,$90.16
Boehringer Ingelheim,00597007575,01/10/2022,01/01/2021,$4.51,$94.67
Boehringer Ingelheim,00597007575,01/10/2022,01/10/2022,$3.79,$98.46
Boehringer Ingelheim,00597010061,01/10/2022,01/04/2017,$27.27,$368.20
Boehringer Ingelheim,00597010061,01/10/2022,01/03/2018,$29.46,$397.66
Boehringer Ingelheim,00597010061,01/10/2022,01/01/2019,$31.81,$429.47
Boehringer Ingelheim,00597010061,01/10/2022,01/01/2020,$25.77,$455.24
Boehringer Ingelheim,00597010061,01/10/2022,01/01/2021,$22.76,$478.00
Boehringer Ingelheim,00597010061,01/10/2022,01/10/2022,$19.12,$497.12
Boehringer Ingelheim,00597013730,01/10/2022,09/01/2017,$604.06,"$8,154.77"
Boehringer Ingelheim,00597013730,01/10/2022,01/01/2019,$652.38,"$8,807.15"
Boehringer Ingelheim,00597013730,01/10/2022,01/01/2020,$704.57,"$9,511.72"
Boehringer Ingelheim,00597013730,01/10/2022,01/01/2021,$570.70,"$10,082.42"
Boehringer Ingelheim,00597013730,01/10/2022,01/10/2022,$403.30,"$10,485.72"
Boehringer Ingelheim,00597013830,01/10/2022,09/01/2017,$604.06,"$8,154.77"
Boehringer Ingelheim,00597013830,01/10/2022,01/01/2019,$652.38,"$8,807.15"
Boehringer Ingelheim,00597013830,01/10/2022,01/01/2020,$704.57,"$9,511.72"
Boehringer Ingelheim,00597013830,01/10/2022,01/01/2021,$570.70,"$10,082.42"
Boehringer Ingelheim,00597013830,01/10/2022,01/10/2022,$403.30,"$10,485.72"
Boehringer Ingelheim,00597014030,01/10/2022,01/04/2017,$23.88,$381.00
Boehringer Ingelheim,00597014030,01/10/2022,01/03/2018,$30.48,$411.48
Boehringer Ingelheim,00597014030,01/10/2022,01/01/2019,$24.69,$436.17
Boehringer Ingelheim,00597014030,01/10/2022,01/01/2020,$26.17,$462.34
Boehringer Ingelheim,00597014030,01/10/2022,01/01/2021,$23.12,$485.46
Boehringer Ingelheim,00597014030,01/10/2022,01/10/2022,$19.42,$504.88
Boehringer Ingelheim,00597014061,01/10/2022,01/04/2017,$79.69,"$1,270.00"
Boehringer Ingelheim,00597014061,01/10/2022,01/03/2018,$101.60,"$1,371.60"
Boehringer Ingelheim,00597014061,01/10/2022,01/01/2019,$82.30,"$1,453.90"
Boehringer Ingelheim,00597014061,01/10/2022,01/01/2020,$87.23,"$1,541.13"
Boehringer Ingelheim,00597014061,01/10/2022,01/01/2021,$77.06,"$1,618.19"
Boehringer Ingelheim,00597014061,01/10/2022,01/10/2022,$64.74,"$1,682.93"
Boehringer Ingelheim,00597014090,01/10/2022,01/04/2017,$71.73,"$1,143.00"
Boehringer Ingelheim,00597014090,01/10/2022,01/03/2018,$91.44,"$1,234.44"
Boehringer Ingelheim,00597014090,01/10/2022,01/01/2019,$74.07,"$1,308.51"
Boehringer Ingelheim,00597014090,01/10/2022,01/01/2020,$78.51,"$1,387.02"
Boehringer Ingelheim,00597014090,01/10/2022,01/01/2021,$69.35,"$1,456.37"
Boehringer Ingelheim,00597014090,01/10/2022,01/10/2022,$58.27,"$1,514.64"
Boehringer Ingelheim,00597014130,01/10/2022,09/01/2017,$604.06,"$8,154.77"
Boehringer Ingelheim,00597014130,01/10/2022,01/01/2019,$652.38,"$8,807.15"
Boehringer Ingelheim,00597014130,01/10/2022,01/01/2020,$704.57,"$9,511.72"
Boehringer Ingelheim,00597014130,01/10/2022,01/01/2021,$570.70,"$10,082.42"
Boehringer Ingelheim,00597014130,01/10/2022,01/10/2022,$403.30,"$10,485.72"
Boehringer Ingelheim,00597014360,01/10/2022,06/03/2016,$640.00,"$8,640.00"
Boehringer Ingelheim,00597014360,01/10/2022,01/03/2018,$518.40,"$9,158.40"
Boehringer Ingelheim,00597014360,01/10/2022,01/01/2019,$732.67,"$9,891.07"
Boehringer Ingelheim,00597014360,01/10/2022,01/01/2020,$593.46,"$10,484.53"
Boehringer Ingelheim,00597014360,01/10/2022,01/01/2021,$629.07,"$11,113.60"
Boehringer Ingelheim,00597014360,01/10/2022,01/10/2022,$444.54,"$11,558.14"
Boehringer Ingelheim,00597014560,01/10/2022,06/03/2016,$640.00,"$8,640.00"
Boehringer Ingelheim,00597014560,01/10/2022,01/03/2018,$518.40,"$9,158.40"
Boehringer Ingelheim,00597014560,01/10/2022,01/01/2019,$732.67,"$9,891.07"
Boehringer Ingelheim,00597014560,01/10/2022,01/01/2020,$593.46,"$10,484.53"
Boehringer Ingelheim,00597014560,01/10/2022,01/01/2021,$629.07,"$11,113.60"
Boehringer Ingelheim,00597014560,01/10/2022,01/10/2022,$444.54,"$11,558.14"
Boehringer Ingelheim,00597014618,01/10/2022,01/04/2017,$71.73,"$1,143.00"
Boehringer Ingelheim,00597014618,01/10/2022,01/03/2018,$91.44,"$1,234.44"
Boehringer Ingelheim,00597014618,01/10/2022,01/01/2019,$74.07,"$1,308.51"
Boehringer Ingelheim,00597014618,01/10/2022,01/01/2020,$78.51,"$1,387.02"
Boehringer Ingelheim,00597014618,01/10/2022,01/01/2021,$69.35,"$1,456.37"
Boehringer Ingelheim,00597014618,01/10/2022,01/10/2022,$58.27,"$1,514.64"
Boehringer Ingelheim,00597014660,01/10/2022,01/04/2017,$23.88,$381.00
Boehringer Ingelheim,00597014660,01/10/2022,01/03/2018,$30.48,$411.48
Boehringer Ingelheim,00597014660,01/10/2022,01/01/2019,$24.69,$436.17
Boehringer Ingelheim,00597014660,01/10/2022,01/01/2020,$26.17,$462.34
Boehringer Ingelheim,00597014660,01/10/2022,01/01/2021,$23.12,$485.46
Boehringer Ingelheim,00597014660,01/10/2022,01/10/2022,$19.42,$504.88
Boehringer Ingelheim,00597014718,01/10/2022,01/04/2017,$71.73,"$1,143.00"
Boehringer Ingelheim,00597014718,01/10/2022,01/03/2018,$91.44,"$1,234.44"
Boehringer Ingelheim,00597014718,01/10/2022,01/01/2019,$74.07,"$1,308.51"
Boehringer Ingelheim,00597014718,01/10/2022,01/01/2020,$78.51,"$1,387.02"
Boehringer Ingelheim,00597014718,01/10/2022,01/01/2021,$69.35,"$1,456.37"
Boehringer Ingelheim,00597014718,01/10/2022,01/10/2022,$58.27,"$1,514.64"
Boehringer Ingelheim,00597014760,01/10/2022,01/04/2017,$23.88,$381.00
Boehringer Ingelheim,00597014760,01/10/2022,01/03/2018,$30.48,$411.48
Boehringer Ingelheim,00597014760,01/10/2022,01/01/2019,$24.69,$436.17
Boehringer Ingelheim,00597014760,01/10/2022,01/01/2020,$26.17,$462.34
Boehringer Ingelheim,00597014760,01/10/2022,01/01/2021,$23.12,$485.46
Boehringer Ingelheim,00597014760,01/10/2022,01/10/2022,$19.42,$504.88
Boehringer Ingelheim,00597014818,01/10/2022,01/04/2017,$71.73,"$1,143.00"
Boehringer Ingelheim,00597014818,01/10/2022,01/03/2018,$91.44,"$1,234.44"
Boehringer Ingelheim,00597014818,01/10/2022,01/01/2019,$74.07,"$1,308.51"
Boehringer Ingelheim,00597014818,01/10/2022,01/01/2020,$78.51,"$1,387.02"
Boehringer Ingelheim,00597014818,01/10/2022,01/01/2021,$69.35,"$1,456.37"
Boehringer Ingelheim,00597014818,01/10/2022,01/10/2022,$58.27,"$1,514.64"
Boehringer Ingelheim,00597014860,01/10/2022,01/04/2017,$23.88,$381.00
Boehringer Ingelheim,00597014860,01/10/2022,01/03/2018,$30.48,$411.48
Boehringer Ingelheim,00597014860,01/10/2022,01/01/2019,$24.69,$436.17
Boehringer Ingelheim,00597014860,01/10/2022,01/01/2020,$26.17,$462.34
Boehringer Ingelheim,00597014860,01/10/2022,01/01/2021,$23.12,$485.46
Boehringer Ingelheim,00597014860,01/10/2022,01/10/2022,$19.42,$504.88
Boehringer Ingelheim,00597015230,01/10/2022,01/04/2017,$38.78,$430.51
Boehringer Ingelheim,00597015230,01/10/2022,01/03/2018,$34.44,$464.95
Boehringer Ingelheim,00597015230,01/10/2022,01/01/2019,$27.90,$492.85
Boehringer Ingelheim,00597015230,01/10/2022,01/01/2020,$29.57,$522.42
Boehringer Ingelheim,00597015230,01/10/2022,01/01/2021,$26.12,$548.54
Boehringer Ingelheim,00597015230,01/10/2022,01/10/2022,$21.94,$570.48
Boehringer Ingelheim,00597015237,01/10/2022,01/04/2017,$38.78,$430.51
Boehringer Ingelheim,00597015237,01/10/2022,01/03/2018,$34.44,$464.95
Boehringer Ingelheim,00597015237,01/10/2022,01/01/2019,$27.90,$492.85
Boehringer Ingelheim,00597015237,01/10/2022,01/01/2020,$29.57,$522.42
Boehringer Ingelheim,00597015237,01/10/2022,01/01/2021,$26.12,$548.54
Boehringer Ingelheim,00597015237,01/10/2022,01/10/2022,$21.94,$570.48
Boehringer Ingelheim,00597015290,01/10/2022,01/04/2017,$116.42,"$1,291.53"
Boehringer Ingelheim,00597015290,01/10/2022,01/03/2018,$103.32,"$1,394.85"
Boehringer Ingelheim,00597015290,01/10/2022,01/01/2019,$83.69,"$1,478.54"
Boehringer Ingelheim,00597015290,01/10/2022,01/01/2020,$88.71,"$1,567.25"
Boehringer Ingelheim,00597015290,01/10/2022,01/01/2021,$78.36,"$1,645.61"
Boehringer Ingelheim,00597015290,01/10/2022,01/10/2022,$65.83,"$1,711.44"
Boehringer Ingelheim,00597015330,01/10/2022,01/04/2017,$38.78,$430.51
Boehringer Ingelheim,00597015330,01/10/2022,01/03/2018,$34.44,$464.95
Boehringer Ingelheim,00597015330,01/10/2022,01/01/2019,$27.90,$492.85
Boehringer Ingelheim,00597015330,01/10/2022,01/01/2020,$29.57,$522.42
Boehringer Ingelheim,00597015330,01/10/2022,01/01/2021,$26.12,$548.54
Boehringer Ingelheim,00597015330,01/10/2022,01/10/2022,$21.94,$570.48
Boehringer Ingelheim,00597015337,01/10/2022,01/04/2017,$38.78,$430.51
Boehringer Ingelheim,00597015337,01/10/2022,01/03/2018,$34.44,$464.95
Boehringer Ingelheim,00597015337,01/10/2022,01/01/2019,$27.90,$492.85
Boehringer Ingelheim,00597015337,01/10/2022,01/01/2020,$29.57,$522.42
Boehringer Ingelheim,00597015337,01/10/2022,01/01/2021,$26.12,$548.54
Boehringer Ingelheim,00597015337,01/10/2022,01/10/2022,$21.94,$570.48
Boehringer Ingelheim,00597015390,01/10/2022,01/04/2017,$116.42,"$1,291.53"
Boehringer Ingelheim,00597015390,01/10/2022,01/03/2018,$103.32,"$1,394.85"
Boehringer Ingelheim,00597015390,01/10/2022,01/01/2019,$83.69,"$1,478.54"
Boehringer Ingelheim,00597015390,01/10/2022,01/01/2020,$88.71,"$1,567.25"
Boehringer Ingelheim,00597015390,01/10/2022,01/01/2021,$78.36,"$1,645.61"
Boehringer Ingelheim,00597015390,01/10/2022,01/10/2022,$65.83,"$1,711.44"
Boehringer Ingelheim,00597015918,01/10/2022,01/04/2017,$116.42,"$1,291.53"
Boehringer Ingelheim,00597015918,01/10/2022,01/03/2018,$103.32,"$1,394.85"
Boehringer Ingelheim,00597015918,01/10/2022,01/01/2019,$83.69,"$1,478.54"
Boehringer Ingelheim,00597015918,01/10/2022,01/01/2020,$88.71,"$1,567.25"
Boehringer Ingelheim,00597015918,01/10/2022,01/01/2021,$78.36,"$1,645.61"
Boehringer Ingelheim,00597015918,01/10/2022,01/10/2022,$65.83,"$1,711.44"
Boehringer Ingelheim,00597015960,01/10/2022,01/04/2017,$38.78,$430.51
Boehringer Ingelheim,00597015960,01/10/2022,01/03/2018,$34.44,$464.95
Boehringer Ingelheim,00597015960,01/10/2022,01/01/2019,$27.90,$492.85
Boehringer Ingelheim,00597015960,01/10/2022,01/01/2020,$29.57,$522.42
Boehringer Ingelheim,00597015960,01/10/2022,01/01/2021,$26.12,$548.54
Boehringer Ingelheim,00597015960,01/10/2022,01/10/2022,$21.94,$570.48
Boehringer Ingelheim,00597016061,01/10/2022,01/04/2017,$27.27,$368.20
Boehringer Ingelheim,00597016061,01/10/2022,01/03/2018,$29.46,$397.66
Boehringer Ingelheim,00597016061,01/10/2022,01/01/2019,$31.81,$429.47
Boehringer Ingelheim,00597016061,01/10/2022,01/01/2020,$25.77,$455.24
Boehringer Ingelheim,00597016061,01/10/2022,01/01/2021,$22.76,$478.00
Boehringer Ingelheim,00597016061,01/10/2022,01/10/2022,$19.12,$497.12
Boehringer Ingelheim,00597016818,01/10/2022,01/04/2017,$116.42,"$1,291.53"
Boehringer Ingelheim,00597016818,01/10/2022,01/03/2018,$103.32,"$1,394.85"
Boehringer Ingelheim,00597016818,01/10/2022,01/01/2019,$83.69,"$1,478.54"
Boehringer Ingelheim,00597016818,01/10/2022,01/01/2020,$88.71,"$1,567.25"
Boehringer Ingelheim,00597016818,01/10/2022,01/01/2021,$78.36,"$1,645.61"
Boehringer Ingelheim,00597016818,01/10/2022,01/10/2022,$65.83,"$1,711.44"
Boehringer Ingelheim,00597016860,01/10/2022,01/04/2017,$38.78,$430.51
Boehringer Ingelheim,00597016860,01/10/2022,01/03/2018,$34.44,$464.95
Boehringer Ingelheim,00597016860,01/10/2022,01/01/2019,$27.90,$492.85
Boehringer Ingelheim,00597016860,01/10/2022,01/01/2020,$29.57,$522.42
Boehringer Ingelheim,00597016860,01/10/2022,01/01/2021,$26.12,$548.54
Boehringer Ingelheim,00597016860,01/10/2022,01/10/2022,$21.94,$570.48
Boehringer Ingelheim,00597017518,01/10/2022,01/04/2017,$116.42,"$1,291.53"
Boehringer Ingelheim,00597017518,01/10/2022,01/03/2018,$103.32,"$1,394.85"
Boehringer Ingelheim,00597017518,01/10/2022,01/01/2019,$83.69,"$1,478.54"
Boehringer Ingelheim,00597017518,01/10/2022,01/01/2020,$88.71,"$1,567.25"
Boehringer Ingelheim,00597017518,01/10/2022,01/01/2021,$78.36,"$1,645.61"
Boehringer Ingelheim,00597017518,01/10/2022,01/10/2022,$65.83,"$1,711.44"
Boehringer Ingelheim,00597017560,01/10/2022,01/04/2017,$38.78,$430.51
Boehringer Ingelheim,00597017560,01/10/2022,01/03/2018,$34.44,$464.95
Boehringer Ingelheim,00597017560,01/10/2022,01/01/2019,$27.90,$492.85
Boehringer Ingelheim,00597017560,01/10/2022,01/01/2020,$29.57,$522.42
Boehringer Ingelheim,00597017560,01/10/2022,01/01/2021,$26.12,$548.54
Boehringer Ingelheim,00597017560,01/10/2022,01/10/2022,$21.94,$570.48
Boehringer Ingelheim,00597018018,01/10/2022,01/04/2017,$116.42,"$1,291.53"
Boehringer Ingelheim,00597018018,01/10/2022,01/03/2018,$103.32,"$1,394.85"
Boehringer Ingelheim,00597018018,01/10/2022,01/01/2019,$83.69,"$1,478.54"
Boehringer Ingelheim,00597018018,01/10/2022,01/01/2020,$88.71,"$1,567.25"
Boehringer Ingelheim,00597018018,01/10/2022,01/01/2021,$78.36,"$1,645.61"
Boehringer Ingelheim,00597018018,01/10/2022,01/10/2022,$65.83,"$1,711.44"
Boehringer Ingelheim,00597018060,01/10/2022,01/04/2017,$38.78,$430.51
Boehringer Ingelheim,00597018060,01/10/2022,01/03/2018,$34.44,$464.95
Boehringer Ingelheim,00597018060,01/10/2022,01/01/2019,$27.90,$492.85
Boehringer Ingelheim,00597018060,01/10/2022,01/01/2020,$29.57,$522.42
Boehringer Ingelheim,00597018060,01/10/2022,01/01/2021,$26.12,$548.54
Boehringer Ingelheim,00597018060,01/10/2022,01/10/2022,$21.94,$570.48
Boehringer Ingelheim,00597019705,01/10/2022,01/01/2019,$210.00,"$3,710.00"
Boehringer Ingelheim,00597019705,01/10/2022,01/01/2020,$296.80,"$4,006.80"
Boehringer Ingelheim,00597019705,01/10/2022,01/01/2021,$272.46,"$4,279.26"
Boehringer Ingelheim,00597019705,01/10/2022,01/10/2022,$171.17,"$4,450.43"
Boehringer Ingelheim,00597027073,01/10/2022,01/04/2017,$23.88,$381.00
Boehringer Ingelheim,00597027073,01/10/2022,01/03/2018,$30.48,$411.48
Boehringer Ingelheim,00597027073,01/10/2022,01/01/2019,$24.69,$436.17
Boehringer Ingelheim,00597027073,01/10/2022,01/01/2020,$26.17,$462.34
Boehringer Ingelheim,00597027073,01/10/2022,01/01/2021,$23.12,$485.46
Boehringer Ingelheim,00597027073,01/10/2022,01/10/2022,$19.42,$504.88
Boehringer Ingelheim,00597027094,01/10/2022,01/04/2017,$71.73,"$1,143.00"
Boehringer Ingelheim,00597027094,01/10/2022,01/03/2018,$91.44,"$1,234.44"
Boehringer Ingelheim,00597027094,01/10/2022,01/01/2019,$74.07,"$1,308.51"
Boehringer Ingelheim,00597027094,01/10/2022,01/01/2020,$78.51,"$1,387.02"
Boehringer Ingelheim,00597027094,01/10/2022,01/01/2021,$69.35,"$1,456.37"
Boehringer Ingelheim,00597027094,01/10/2022,01/10/2022,$58.27,"$1,514.64"
Boehringer Ingelheim,00597027533,01/10/2022,01/04/2017,$23.88,$381.00
Boehringer Ingelheim,00597027533,01/10/2022,01/03/2018,$30.48,$411.48
Boehringer Ingelheim,00597027533,01/10/2022,01/01/2019,$24.69,$436.17
Boehringer Ingelheim,00597027533,01/10/2022,01/01/2020,$26.17,$462.34
Boehringer Ingelheim,00597027533,01/10/2022,01/01/2021,$23.12,$485.46
Boehringer Ingelheim,00597027533,01/10/2022,01/10/2022,$19.42,$504.88
Boehringer Ingelheim,00597027581,01/10/2022,01/04/2017,$71.73,"$1,143.00"
Boehringer Ingelheim,00597027581,01/10/2022,01/03/2018,$91.44,"$1,234.44"
Boehringer Ingelheim,00597027581,01/10/2022,01/01/2019,$74.07,"$1,308.51"
Boehringer Ingelheim,00597027581,01/10/2022,01/01/2020,$78.51,"$1,387.02"
Boehringer Ingelheim,00597027581,01/10/2022,01/01/2021,$69.35,"$1,456.37"
Boehringer Ingelheim,00597027581,01/10/2022,01/10/2022,$58.27,"$1,514.64"
Boehringer Ingelheim,00597028073,01/10/2022,01/03/2018,$34.44,$464.95
Boehringer Ingelheim,00597028073,01/10/2022,01/01/2019,$27.90,$492.85
Boehringer Ingelheim,00597028073,01/10/2022,01/01/2020,$29.57,$522.42
Boehringer Ingelheim,00597028073,01/10/2022,01/01/2021,$26.12,$548.54
Boehringer Ingelheim,00597028073,01/10/2022,01/10/2022,$21.94,$570.48
Boehringer Ingelheim,00597028090,01/10/2022,01/03/2018,$103.32,"$1,394.85"
Boehringer Ingelheim,00597028090,01/10/2022,01/01/2019,$83.69,"$1,478.54"
Boehringer Ingelheim,00597028090,01/10/2022,01/01/2020,$88.71,"$1,567.25"
Boehringer Ingelheim,00597028090,01/10/2022,01/01/2021,$78.36,"$1,645.61"
Boehringer Ingelheim,00597028090,01/10/2022,01/10/2022,$65.83,"$1,711.44"
Boehringer Ingelheim,00597029059,01/10/2022,01/03/2018,$103.32,"$1,394.85"
Boehringer Ingelheim,00597029059,01/10/2022,01/01/2019,$83.69,"$1,478.54"
Boehringer Ingelheim,00597029059,01/10/2022,01/01/2020,$88.71,"$1,567.25"
Boehringer Ingelheim,00597029059,01/10/2022,01/01/2021,$78.36,"$1,645.61"
Boehringer Ingelheim,00597029059,01/10/2022,01/10/2022,$65.83,"$1,711.44"
Boehringer Ingelheim,00597029074,01/10/2022,01/03/2018,$34.44,$464.95
Boehringer Ingelheim,00597029074,01/10/2022,01/01/2019,$27.90,$492.85
Boehringer Ingelheim,00597029074,01/10/2022,01/01/2020,$29.57,$522.42
Boehringer Ingelheim,00597029074,01/10/2022,01/01/2021,$26.12,$548.54
Boehringer Ingelheim,00597029074,01/10/2022,01/10/2022,$21.94,$570.48
Boehringer Ingelheim,00597029578,01/10/2022,01/03/2018,$103.32,"$1,394.85"
Boehringer Ingelheim,00597029578,01/10/2022,01/01/2019,$83.69,"$1,478.54"
Boehringer Ingelheim,00597029578,01/10/2022,01/01/2020,$88.71,"$1,567.25"
Boehringer Ingelheim,00597029578,01/10/2022,01/01/2021,$78.36,"$1,645.61"
Boehringer Ingelheim,00597029578,01/10/2022,01/10/2022,$65.83,"$1,711.44"
Boehringer Ingelheim,00597029588,01/10/2022,01/03/2018,$34.44,$464.95
Boehringer Ingelheim,00597029588,01/10/2022,01/01/2019,$27.90,$492.85
Boehringer Ingelheim,00597029588,01/10/2022,01/01/2020,$29.57,$522.42
Boehringer Ingelheim,00597029588,01/10/2022,01/01/2021,$26.12,$548.54
Boehringer Ingelheim,00597029588,01/10/2022,01/10/2022,$21.94,$570.48
Boehringer Ingelheim,00597030045,01/10/2022,01/03/2018,$34.44,$464.95
Boehringer Ingelheim,00597030045,01/10/2022,01/01/2019,$27.90,$492.85
Boehringer Ingelheim,00597030045,01/10/2022,01/01/2020,$29.57,$522.42
Boehringer Ingelheim,00597030045,01/10/2022,01/01/2021,$26.12,$548.54
Boehringer Ingelheim,00597030045,01/10/2022,01/10/2022,$21.94,$570.48
Boehringer Ingelheim,00597030093,01/10/2022,01/03/2018,$103.32,"$1,394.85"
Boehringer Ingelheim,00597030093,01/10/2022,01/01/2019,$83.69,"$1,478.54"
Boehringer Ingelheim,00597030093,01/10/2022,01/01/2020,$88.71,"$1,567.25"
Boehringer Ingelheim,00597030093,01/10/2022,01/01/2021,$78.36,"$1,645.61"
Boehringer Ingelheim,00597030093,01/10/2022,01/10/2022,$65.83,"$1,711.44"
Bristol Myers Squibb,00003089321,01/01/2022,01/01/2017,$28.43,$388.35
Bristol Myers Squibb,00003089321,01/01/2022,01/01/2018,$30.68,$419.03
Bristol Myers Squibb,00003089321,01/01/2022,01/01/2019,$25.14,$444.17
Bristol Myers Squibb,00003089321,01/01/2022,01/01/2020,$26.65,$470.82
Bristol Myers Squibb,00003089321,01/01/2022,01/01/2021,$28.25,$499.07
Bristol Myers Squibb,00003089321,01/01/2022,01/01/2022,$29.94,$529.01
Bristol Myers Squibb,00003089331,01/01/2022,01/01/2017,$47.39,$647.29
Bristol Myers Squibb,00003089331,01/01/2022,01/01/2018,$51.14,$698.43
Bristol Myers Squibb,00003089331,01/01/2022,01/01/2019,$41.91,$740.34
Bristol Myers Squibb,00003089331,01/01/2022,01/01/2020,$44.42,$784.76
