OSHPD ID,Manufacturer Name,Date Reported,NDC Number,Drug Product Description,WAC Effective Date,WAC Increase Amount,WAC After Increase,Patent Expiration Date,Drug Source Type,Unit Sales Volume in US,Unit Sales Volume Non-Public Indicator,Cost Increase Factors,Cost Increase Factors Non-Public Indicator,Change Improvement Description,Change Improvement Non-Public Indicator,Acquisition Date,Company Acquired From,Acquisition Price,Acquisition Price Non-Public Indicator,Acquisition Price Comment,WAC at Acquisition,WAC Year Prior to Acquisition,Year Drug Introduced to Market,WAC at Intro to Market,Supporting Documents,General Comments
Rx0000069,Amgen,03/31/2022,58406005504,"Enbrel, 25mg/0.5mL, Vial (EA), 4 pack",01/26/2022,220.82,3204.90,10/19/2037,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employing flexible pricing approaches to ensure patient access",,,1,,,,,,,,,,,"Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Enbrel reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2022,58406002101,"Enbrel, 50mg/mL, Syringe (ML), 1 pack",01/26/2022,110.41,1602.45,10/19/2037,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employing flexible pricing approaches to ensure patient access",,,1,,,,,,,,,,,"Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Enbrel reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2022,58406043501,"Enbrel, 50mg/mL, Syringe (ML), 1 pk",01/26/2022,110.41,1602.45,10/19/2037,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employing flexible pricing approaches to ensure patient access",,,1,,,,,,,,,,,"Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Enbrel reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2022,58406002104,"Enbrel, 50mg/mL, Syringe (ML), 4 pack",01/26/2022,441.64,6409.80,10/19/2037,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employing flexible pricing approaches to ensure patient access",,,1,,,,,,,,,,,"Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Enbrel reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2022,58406043504,"Enbrel, 50mg/mL, Syringe (ML), 4 pk",01/26/2022,441.64,6409.80,10/19/2037,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employing flexible pricing approaches to ensure patient access",,,1,,,,,,,,,,,"Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Enbrel reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2022,55513007801,"Imlygic, 106 (1 million) PFU/mL (1.0 mL) single-use vial",01/26/2022,3.24,58.10,11/23/2025,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employing flexible pricing approaches to ensure patient access",,,1,,,,,,,,,,,"Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Imlygic reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2022,55513007901,"Imlygic, 108 (100 million) PFU/mL (1.0 mL) single-use vial",01/26/2022,323.64,5809.03,11/23/2025,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employing flexible pricing approaches to ensure patient access",,,1,,,,,,,,,,,"Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Imlygic reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2022,76075010301,"Kyprolis, 10 mg (2mg/mL) lyophilized vial, 1 pk",01/26/2022,25.36,455.21,05/08/2033,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employing flexible pricing approaches to ensure patient access",,,1,,,,,,,,,,,"Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Kyprolis reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2022,76075010201,"Kyprolis, 30 mg (2mg/mL) lyophilized vial, 1 pk",01/26/2022,76.08,1365.64,05/08/2033,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employing flexible pricing approaches to ensure patient access",,,1,,,,,,,,,,,"Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Kyprolis reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2022,76075010101,"Kyprolis, 60 mg lyophilized vial, 1 pk",01/26/2022,152.17,2731.28,05/08/2033,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employing flexible pricing approaches to ensure patient access",,,1,,,,,,,,,,,"Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Kyprolis reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2022,55513022301,"Nplate, 125 mcg, 0.25mL (500 mcg/mL) single-use vial",01/26/2022,60.91,1093.26,02/12/2028,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employing flexible pricing approaches to ensure patient access",,,1,,,,,,,,,,,"Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Nplate reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2022,55513022101,"Nplate, 250 mcg, 0.5mL (500 mcg/mL) single-use vial",01/26/2022,121.82,2186.50,02/12/2028,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employing flexible pricing approaches to ensure patient access",,,1,,,,,,,,,,,"Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Nplate reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2022,55513022201,"Nplate, 500 mcg, 1.0mL (500 mcg/mL) single-use vial",01/26/2022,243.63,4372.99,02/12/2028,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employing flexible pricing approaches to ensure patient access",,,1,,,,,,,,,,,"Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Nplate reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2022,59572063255,"Otezla, 10mg (4)-20mg (4)-30g (47) Tablet Dose Pack 55 pack",01/26/2022,292.30,4242.36,05/29/2034,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employing flexible pricing approaches to ensure patient access",,,1,11/21/2019,Celgene,13400000000,,,3398.00,3283.09,2015,1875.00,,"This is the old Celgene NDC that will be discontinued after product runs out in channel. Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Otezla reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2022,55513036955,"Otezla, 10mg (4)-20mg (4)-30g (47), Tablet Dose Pack, 55 pack",01/26/2022,292.30,4242.36,05/29/2034,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employing flexible pricing approaches to ensure patient access",,,1,11/21/2019,Celgene,13400000000,,,3398.00,3283.09,2020,3591.69,,"This is a new Amgen NDC that we are reassigning from the old Celgene NDC. Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Otezla reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2022,55513013760,"Otezla, 30mg, Tablet, 60 pack",01/26/2022,292.30,4242.36,05/29/2034,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employing flexible pricing approaches to ensure patient access",,,1,11/21/2019,Celgene,13400000000,,,3398.00,3283.09,2020,3591.69,,"This is a new Amgen NDC that we are reassigning from the old Celgene NDC. Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Otezla reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2022,59572063106,"Otezla, 30mg, Tablet, 60 pk",01/26/2022,292.30,4242.36,05/29/2034,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employing flexible pricing approaches to ensure patient access",,,1,11/21/2019,Celgene,13400000000,,,3398.00,3283.09,2014,1875.00,,"This is the old Celgene NDC that will be discontinued after product runs out in channel. Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Otezla reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2022,55513071001,"Prolia, 60 mg, 1.0mL (60 mg/mL) prefilled syringe",01/26/2022,79.90,1434.14,02/19/2025,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employing flexible pricing approaches to ensure patient access",,,1,,,,,,,,,,,"Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Prolia reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2022,55513095401,"Vectibix, 100 mg, 5 mL (20 mg/mL) single-use vial",01/26/2022,80.16,1438.85,,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employing flexible pricing approaches to ensure patient access",,,1,,,,,,,,,,,"Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available."
Rx0000069,Amgen,03/31/2022,55513095601,"Vectibix, 400 mg, 20 mL (20 mg/mL) single-use vial",01/26/2022,320.65,5755.40,,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employing flexible pricing approaches to ensure patient access",,,1,,,,,,,,,,,"Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available."
Rx0000122,Amneal Pharmaceuticals,03/31/2022,64896066930,Emverm Oral Tablet Chewable 100 MG 1,02/01/2022,50.63,562.01,,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,405.53,369.00,2017,369.00,,
Rx0000122,Amneal Pharmaceuticals,03/31/2022,60846030115,Nizatidine Oral Solution 15 MG/ML 480,02/01/2022,55.18,612.59,,Single Source Drug,,1,,1,,1,05/07/2018,Gemini,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,419.59,419.59,2018,419.59,,
Rx0000122,Amneal Pharmaceuticals,03/31/2022,64896069701,oxyMORphone HCl ER Oral Tablet Extended Release 12 Hour 10 MG 100,02/01/2022,116.06,699.27,,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,381.56,381.56,2013,278.45,,
Rx0000122,Amneal Pharmaceuticals,03/31/2022,64896069713,oxyMORphone HCl ER Oral Tablet Extended Release 12 Hour 10 MG 60,02/01/2022,69.64,419.57,,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,228.94,228.94,2013,167.07,,
Rx0000122,Amneal Pharmaceuticals,03/31/2022,64896069801,oxyMORphone HCl ER Oral Tablet Extended Release 12 Hour 15 MG 100,02/01/2022,160.94,969.69,,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,529.13,529.13,2013,386.15,,
Rx0000122,Amneal Pharmaceuticals,03/31/2022,64896069813,oxyMORphone HCl ER Oral Tablet Extended Release 12 Hour 15 MG 60,02/01/2022,96.57,581.83,,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,317.48,317.48,2013,231.69,,
Rx0000122,Amneal Pharmaceuticals,03/31/2022,64896069901,oxyMORphone HCl ER Oral Tablet Extended Release 12 Hour 20 MG 100,02/01/2022,205.84,1240.22,,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,676.74,676.74,2013,493.86,,
Rx0000122,Amneal Pharmaceuticals,03/31/2022,64896069913,oxyMORphone HCl ER Oral Tablet Extended Release 12 Hour 20 MG 60,02/01/2022,123.51,744.14,,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,406.05,406.05,2013,296.32,,
Rx0000122,Amneal Pharmaceuticals,03/31/2022,64896070001,oxyMORphone HCl ER Oral Tablet Extended Release 12 Hour 30 MG 100,02/01/2022,296.28,1785.10,,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,974.06,974.06,2013,710.84,,
Rx0000122,Amneal Pharmaceuticals,03/31/2022,64896070013,oxyMORphone HCl ER Oral Tablet Extended Release 12 Hour 30 MG 60,02/01/2022,177.77,1071.07,,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,584.44,584.44,2013,426.50,,
Rx0000122,Amneal Pharmaceuticals,03/31/2022,64896070101,oxyMORphone HCl ER Oral Tablet Extended Release 12 Hour 40 MG 100,02/01/2022,386.71,2329.99,,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,1271.39,1271.39,2013,927.82,,
Rx0000122,Amneal Pharmaceuticals,03/31/2022,64896070113,oxyMORphone HCl ER Oral Tablet Extended Release 12 Hour 40 MG 60,02/01/2022,232.03,1398.00,,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,762.84,762.84,2013,556.69,,
Rx0000122,Amneal Pharmaceuticals,03/31/2022,64896069501,oxyMORphone HCl ER Oral Tablet Extended Release 12 Hour 5 MG 100,02/01/2022,60.44,364.16,,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,198.71,198.71,2013,145.00,,
Rx0000122,Amneal Pharmaceuticals,03/31/2022,64896069513,oxyMORphone HCl ER Oral Tablet Extended Release 12 Hour 5 MG 60,02/01/2022,36.26,218.48,,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,119.22,119.22,2013,87.01,,
Rx0000122,Amneal Pharmaceuticals,03/31/2022,64896069601,oxyMORphone HCl ER Oral Tablet Extended Release 12 Hour 7.5 MG 100,02/01/2022,88.24,531.68,,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,290.12,290.12,2013,211.72,,
Rx0000122,Amneal Pharmaceuticals,03/31/2022,64896069613,oxyMORphone HCl ER Oral Tablet Extended Release 12 Hour 7.5 MG 60,02/01/2022,52.95,319.01,,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,174.07,174.07,2013,127.03,,
Rx0000122,Amneal Pharmaceuticals,03/31/2022,64896066101,Rytary Oral Capsule Extended Release 23.75-95 MG 100,02/01/2022,34.65,384.70,12/26/2028,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,291.68,258.41,2015,230.00,,
Rx0000122,Amneal Pharmaceuticals,03/31/2022,64896066201,Rytary Oral Capsule Extended Release 36.25-145 MG 100,02/01/2022,34.65,384.70,12/26/2028,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,291.68,258.41,2015,230.00,,
Rx0000122,Amneal Pharmaceuticals,03/31/2022,64896066301,Rytary Oral Capsule Extended Release 48.75-195 MG 100,02/01/2022,34.65,384.70,12/26/2028,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,291.68,258.41,2015,230.00,,
Rx0000122,Amneal Pharmaceuticals,03/31/2022,64896066401,Rytary Oral Capsule Extended Release 61.25-245 MG 100,02/01/2022,43.55,483.41,12/26/2028,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,366.51,324.69,2015,289.00,,
Rx0000122,Amneal Pharmaceuticals,03/31/2022,60846080501,Unithroid Oral Tablet 100 MCG 100,02/01/2022,33.43,371.15,,Non-innovator Multiple Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000122,Amneal Pharmaceuticals,03/31/2022,60846080601,Unithroid Oral Tablet 112 MCG 100,02/01/2022,33.50,371.90,,Non-innovator Multiple Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000122,Amneal Pharmaceuticals,03/31/2022,60846080701,Unithroid Oral Tablet 125 MCG 100,02/01/2022,33.56,372.52,,Non-innovator Multiple Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000122,Amneal Pharmaceuticals,03/31/2022,60846080801,Unithroid Oral Tablet 137 MCG 100,02/01/2022,33.59,372.91,,Non-innovator Multiple Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000122,Amneal Pharmaceuticals,03/31/2022,60846080901,Unithroid Oral Tablet 150 MCG 100,02/01/2022,33.62,373.21,,Non-innovator Multiple Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000122,Amneal Pharmaceuticals,03/31/2022,60846081001,Unithroid Oral Tablet 175 MCG 100,02/01/2022,33.67,373.77,,Non-innovator Multiple Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000122,Amneal Pharmaceuticals,03/31/2022,60846081101,Unithroid Oral Tablet 200 MCG 100,02/01/2022,33.70,374.12,,Non-innovator Multiple Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000122,Amneal Pharmaceuticals,03/31/2022,60846080101,Unithroid Oral Tablet 25 MCG 100,02/01/2022,33.25,369.06,,Non-innovator Multiple Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000122,Amneal Pharmaceuticals,03/31/2022,60846081201,Unithroid Oral Tablet 300 MCG 100,02/01/2022,33.74,374.50,,Non-innovator Multiple Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000122,Amneal Pharmaceuticals,03/31/2022,60846080201,Unithroid Oral Tablet 50 MCG 100,02/01/2022,33.27,369.30,,Non-innovator Multiple Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000122,Amneal Pharmaceuticals,03/31/2022,60846080301,Unithroid Oral Tablet 75 MCG 100,02/01/2022,33.30,369.71,,Non-innovator Multiple Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000122,Amneal Pharmaceuticals,03/31/2022,60846080401,Unithroid Oral Tablet 88 MCG 100,02/01/2022,33.38,370.53,,Non-innovator Multiple Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000412,"Antares Pharma, Inc",03/31/2022,54436032530,Nocdurna 27.7 mcg sublingual tablets carton 30,01/01/2022,34.65,496.61,12/01/2025,Single Source Drug,5000,,"Costs due to product acquisition, supply and marketing costs",,increased supply and demand,,10/01/2020,Ferring Pharmaceuticals,8750000,,,461.96,420.00,2018,420.00,,this was the only price increase in past 5 yrs listed in Medispan
Rx0000412,"Antares Pharma, Inc",06/30/2022,54436032530,Nocdurna 27.7 mcg sublingual tablets carton 30,04/30/2022,34.65,496.61,04/13/2030,Single Source Drug,6500,,marketing & acquisition costs,,Increase in supply & demand,,10/01/2020,Ferring Pharmaceuticals,17500000,,,461.96,461.96,2018,420.00,,
Rx0000412,"Antares Pharma, Inc",03/31/2022,54436035030,Nocdurna 55.3 mcg sublingual tablets carton 30,01/01/2022,34.65,496.61,12/01/2025,Single Source Drug,6642,,"Costs due to product acquisition, supply and marketing costs",,Increased supply and demand,,10/01/2020,Ferring Pharmaceuticals,8750000,,,461.96,420.00,2018,420.00,,only price increase
Rx0000412,"Antares Pharma, Inc",06/30/2022,54436035030,Nocdurna 55.3 mcg sublingual tablets carton 30,04/30/2022,34.65,496.61,04/13/2030,Single Source Drug,8000,,marketing & acquisition costs,,Increase in supply & demand,,10/01/2020,Ferring Pharmaceuticals,17500000,,,461.96,461.96,2018,420.00,,
Rx0000435,Aquestive Therapeutics,03/31/2022,10094021060,Sympazan Oral Film 10 MG,01/03/2022,256.80,1816.80,04/03/2024,Single Source Drug,,1,"The pricing decisions are determined after careful consideration of many interdependent factors including but not limited to clinical and economic value of the particular therapy, therapeutic category, overall market dynamics, competitor pricing, discounts provided to customers, and overall research and development costs",,,1,,,,,,,,,,,
Rx0000435,Aquestive Therapeutics,03/31/2022,10094022060,Sympazan Oral Film 20 MG,01/03/2022,513.60,3633.60,04/03/2024,Single Source Drug,,1,"The pricing decisions are determined after careful consideration of many interdependent factors including but not limited to clinical and economic value of the particular therapy, therapeutic category, overall market dynamics, competitor pricing, discounts provided to customers, and overall research and development costs",,,1,,,,,,,,,,,
Rx0000435,Aquestive Therapeutics,03/31/2022,10094020560,Sympazan Oral Film 5 MG,01/03/2022,128.40,908.40,04/03/2024,Single Source Drug,,1,"The pricing decisions are determined after careful consideration of many interdependent factors including but not limited to clinical and economic value of the particular therapy, therapeutic category, overall market dynamics, competitor pricing, discounts provided to customers, and overall research and development costs",,,1,,,,,,,,,,,
