Manufacturer Name,NDC Number,Effective Date,History Effective Date,WAC Increase Amount,WAC Amount
"Astellas Pharma US, Inc.",00469260230,01/05/2021,01/08/2019,$31.73,$384.29
"Astellas Pharma US, Inc.",00469260230,01/05/2021,01/09/2020,$20.75,$405.04
"Astellas Pharma US, Inc.",00469260230,01/05/2021,01/05/2021,$12.15,$417.19
"Astellas Pharma US, Inc.",00469260290,01/05/2021,02/17/2016,$73.50,$890.23
"Astellas Pharma US, Inc.",00469260290,01/05/2021,01/04/2017,$80.13,$970.36
"Astellas Pharma US, Inc.",00469260290,01/05/2021,12/05/2017,$87.32,"$1,057.68"
"Astellas Pharma US, Inc.",00469260290,01/05/2021,01/08/2019,$95.19,"$1,152.87"
"Astellas Pharma US, Inc.",00469260290,01/05/2021,01/09/2020,$62.25,"$1,215.12"
"Astellas Pharma US, Inc.",00469260290,01/05/2021,01/05/2021,$36.45,"$1,251.57"
Avanir Pharmaceuiticals,64597030160,01/01/2021,04/13/2016,$34.20,$712.20
Avanir Pharmaceuiticals,64597030160,01/01/2021,01/05/2017,$43.80,$756.00
Avanir Pharmaceuiticals,64597030160,01/01/2021,10/31/2017,$68.40,$824.40
Avanir Pharmaceuiticals,64597030160,01/01/2021,01/10/2018,$129.60,$954.00
Avanir Pharmaceuiticals,64597030160,01/01/2021,06/29/2018,$144.00,"$1,098.00"
Avanir Pharmaceuiticals,64597030160,01/01/2021,05/01/2019,$76.00,"$1,174.00"
Avanir Pharmaceuiticals,64597030160,01/01/2021,01/01/2020,$76.40,"$1,250.40"
Avanir Pharmaceuiticals,64597030160,01/01/2021,01/01/2021,$84.60,"$1,335.00"
"Avion Pharmaceuticals, LLC",75854060203,01/31/2021,02/08/2019,$51.00,$592.50
"Avion Pharmaceuticals, LLC",75854060203,01/31/2021,03/14/2020,$26.69,$619.19
"Avion Pharmaceuticals, LLC",75854060203,01/31/2021,01/30/2021,$55.73,$674.92
"Avion Pharmaceuticals, LLC",75854060203,01/31/2021,01/31/2021,$55.73,$674.92
"Avion Pharmaceuticals, LLC",75854060228,01/31/2021,02/08/2019,$17.00,$197.50
"Avion Pharmaceuticals, LLC",75854060228,01/31/2021,03/14/2020,$8.90,$206.40
"Avion Pharmaceuticals, LLC",75854060228,01/31/2021,01/30/2021,$18.57,$224.97
"Avion Pharmaceuticals, LLC",75854060228,01/31/2021,01/31/2021,$18.57,$224.97
"Bausch + Lomb, Inc.",24208000401,01/01/2021,01/06/2017,$12.32,$149.23
"Bausch + Lomb, Inc.",24208000401,01/01/2021,01/05/2018,$13.43,$162.66
"Bausch + Lomb, Inc.",24208000401,01/01/2021,01/18/2019,$9.76,$172.42
"Bausch + Lomb, Inc.",24208000401,01/01/2021,01/09/2020,$10.35,$182.77
"Bausch + Lomb, Inc.",24208000401,01/01/2021,01/01/2021,$10.96,$193.73
"Bausch + Lomb, Inc.",24208000403,01/01/2021,01/06/2017,$24.64,$298.43
"Bausch + Lomb, Inc.",24208000403,01/01/2021,01/05/2018,$26.86,$325.29
"Bausch + Lomb, Inc.",24208000403,01/01/2021,01/18/2019,$19.52,$344.81
"Bausch + Lomb, Inc.",24208000403,01/01/2021,01/09/2020,$20.69,$365.50
"Bausch + Lomb, Inc.",24208000403,01/01/2021,01/01/2021,$21.93,$387.43
"Bausch + Lomb, Inc.",24208029905,01/01/2021,01/06/2017,$16.99,$205.74
"Bausch + Lomb, Inc.",24208029905,01/01/2021,01/05/2018,$18.52,$224.26
"Bausch + Lomb, Inc.",24208029905,01/01/2021,01/18/2019,$13.46,$237.72
"Bausch + Lomb, Inc.",24208029905,01/01/2021,01/09/2020,$14.26,$251.98
"Bausch + Lomb, Inc.",24208029905,01/01/2021,01/01/2021,$15.12,$267.10
"Bausch + Lomb, Inc.",24208029910,01/01/2021,01/06/2017,$33.97,$411.45
"Bausch + Lomb, Inc.",24208029910,01/01/2021,01/05/2018,$37.03,$448.48
"Bausch + Lomb, Inc.",24208029910,01/01/2021,01/18/2019,$26.91,$475.39
"Bausch + Lomb, Inc.",24208029910,01/01/2021,01/09/2020,$28.52,$503.91
"Bausch + Lomb, Inc.",24208029910,01/01/2021,01/01/2021,$30.24,$534.15
"Bausch + Lomb, Inc.",24208029915,01/01/2021,01/06/2017,$50.51,$611.72
"Bausch + Lomb, Inc.",24208029915,01/01/2021,01/05/2018,$55.05,$666.77
"Bausch + Lomb, Inc.",24208029915,01/01/2021,01/18/2019,$40.01,$706.78
"Bausch + Lomb, Inc.",24208029915,01/01/2021,01/09/2020,$42.41,$749.19
"Bausch + Lomb, Inc.",24208029915,01/01/2021,01/01/2021,$44.95,$794.14
"Bausch + Lomb, Inc.",24208035305,01/01/2021,01/06/2017,$16.12,$195.26
"Bausch + Lomb, Inc.",24208035305,01/01/2021,01/05/2018,$17.57,$212.83
"Bausch + Lomb, Inc.",24208035305,01/01/2021,01/18/2019,$12.77,$225.60
"Bausch + Lomb, Inc.",24208035305,01/01/2021,01/09/2020,$13.54,$239.14
"Bausch + Lomb, Inc.",24208035305,01/01/2021,01/01/2021,$11.95,$251.09
"Bausch + Lomb, Inc.",24208035310,01/01/2021,01/06/2017,$32.24,$390.50
"Bausch + Lomb, Inc.",24208035310,01/01/2021,01/05/2018,$35.15,$425.65
"Bausch + Lomb, Inc.",24208035310,01/01/2021,01/18/2019,$25.54,$451.19
"Bausch + Lomb, Inc.",24208035310,01/01/2021,01/09/2020,$27.07,$478.26
"Bausch + Lomb, Inc.",24208035310,01/01/2021,01/01/2021,$23.91,$502.17
"Bausch + Lomb, Inc.",24208035805,01/01/2021,01/06/2017,$17.68,$214.12
"Bausch + Lomb, Inc.",24208035805,01/01/2021,01/05/2018,$19.27,$233.39
"Bausch + Lomb, Inc.",24208035805,01/01/2021,01/18/2019,$14.00,$247.39
"Bausch + Lomb, Inc.",24208035805,01/01/2021,01/09/2020,$14.84,$262.23
"Bausch + Lomb, Inc.",24208035805,01/01/2021,01/01/2021,$15.74,$277.97
"Bausch + Lomb, Inc.",24208035810,01/01/2021,01/06/2017,$35.36,$428.25
"Bausch + Lomb, Inc.",24208035810,01/01/2021,01/05/2018,$38.54,$466.79
"Bausch + Lomb, Inc.",24208035810,01/01/2021,01/18/2019,$28.01,$494.80
"Bausch + Lomb, Inc.",24208035810,01/01/2021,01/09/2020,$29.69,$524.49
"Bausch + Lomb, Inc.",24208035810,01/01/2021,01/01/2021,$31.47,$555.96
"Bausch + Lomb, Inc.",24208044335,01/01/2021,01/06/2017,$19.18,$232.28
"Bausch + Lomb, Inc.",24208044335,01/01/2021,01/05/2018,$20.91,$253.19
"Bausch + Lomb, Inc.",24208044335,01/01/2021,01/18/2019,$15.19,$268.38
"Bausch + Lomb, Inc.",24208044335,01/01/2021,01/09/2020,$16.10,$284.48
"Bausch + Lomb, Inc.",24208044335,01/01/2021,01/01/2021,$17.07,$301.55
"Bausch + Lomb, Inc.",24208044605,01/01/2021,01/06/2017,$12.10,$146.58
"Bausch + Lomb, Inc.",24208044605,01/01/2021,01/05/2018,$13.19,$159.77
"Bausch + Lomb, Inc.",24208044605,01/01/2021,01/18/2019,$9.59,$169.36
"Bausch + Lomb, Inc.",24208044605,01/01/2021,01/09/2020,$10.16,$179.52
"Bausch + Lomb, Inc.",24208044605,01/01/2021,01/01/2021,$10.77,$190.29
"Bausch + Lomb, Inc.",24208050307,01/01/2021,01/06/2017,$13.63,$165.07
"Bausch + Lomb, Inc.",24208050307,01/01/2021,01/05/2018,$14.86,$179.93
"Bausch + Lomb, Inc.",24208050307,01/01/2021,01/18/2019,$10.80,$190.73
"Bausch + Lomb, Inc.",24208050307,01/01/2021,01/09/2020,$11.44,$202.17
"Bausch + Lomb, Inc.",24208050307,01/01/2021,01/01/2021,$12.13,$214.30
"Bausch + Lomb, Inc.",24208050402,01/01/2021,01/18/2019,$10.80,$190.80
"Bausch + Lomb, Inc.",24208050402,01/01/2021,01/09/2020,$11.45,$202.25
"Bausch + Lomb, Inc.",24208050402,01/01/2021,01/01/2021,$12.13,$214.38
"Bausch + Lomb, Inc.",24208050405,01/01/2021,01/18/2019,$21.60,$381.60
"Bausch + Lomb, Inc.",24208050405,01/01/2021,01/09/2020,$22.90,$404.50
"Bausch + Lomb, Inc.",24208050405,01/01/2021,01/01/2021,$24.27,$428.77
"Bausch + Lomb, Inc.",24208053535,01/01/2021,01/06/2017,$25.10,$304.02
"Bausch + Lomb, Inc.",24208053535,01/01/2021,01/05/2018,$27.36,$331.38
"Bausch + Lomb, Inc.",24208053535,01/01/2021,01/18/2019,$19.88,$351.26
"Bausch + Lomb, Inc.",24208053535,01/01/2021,01/09/2020,$21.08,$372.34
"Bausch + Lomb, Inc.",24208053535,01/01/2021,01/01/2021,$22.34,$394.68
"Bausch + Lomb, Inc.",24208060203,01/01/2021,01/06/2017,$19.06,$230.81
"Bausch + Lomb, Inc.",24208060203,01/01/2021,01/05/2018,$20.77,$251.58
"Bausch + Lomb, Inc.",24208060203,01/01/2021,01/18/2019,$15.09,$266.67
"Bausch + Lomb, Inc.",24208060203,01/01/2021,01/09/2020,$16.00,$282.67
"Bausch + Lomb, Inc.",24208060203,01/01/2021,01/01/2021,$16.96,$299.63
"Bausch + Lomb, Inc.",24208062901,01/01/2021,01/06/2017,$29.67,$359.34
"Bausch + Lomb, Inc.",24208062901,01/01/2021,01/05/2018,$32.34,$391.68
"Bausch + Lomb, Inc.",24208062901,01/01/2021,01/18/2019,$23.50,$415.18
"Bausch + Lomb, Inc.",24208062901,01/01/2021,01/09/2020,$24.91,$440.09
"Bausch + Lomb, Inc.",24208062901,01/01/2021,01/01/2021,$22.01,$462.10
"Bausch + Lomb, Inc.",24208062902,01/01/2021,01/06/2017,$15.51,$187.88
"Bausch + Lomb, Inc.",24208062902,01/01/2021,01/05/2018,$16.91,$204.79
"Bausch + Lomb, Inc.",24208062902,01/01/2021,01/18/2019,$12.29,$217.08
"Bausch + Lomb, Inc.",24208062902,01/01/2021,01/09/2020,$13.02,$230.10
"Bausch + Lomb, Inc.",24208062902,01/01/2021,01/01/2021,$11.51,$241.61
"Bausch + Lomb, Inc.",24208080060,01/01/2021,01/06/2017,$35.83,$433.93
"Bausch + Lomb, Inc.",24208080060,01/01/2021,01/05/2018,$39.05,$472.98
"Bausch + Lomb, Inc.",24208080060,01/01/2021,01/18/2019,$28.38,$501.36
"Bausch + Lomb, Inc.",24208080060,01/01/2021,01/09/2020,$30.08,$531.44
"Bausch + Lomb, Inc.",24208080060,01/01/2021,01/01/2021,$31.89,$563.33
"Bausch + Lomb, Inc.",24208081205,01/01/2021,01/06/2017,$12.44,$150.63
"Bausch + Lomb, Inc.",24208081205,01/01/2021,01/05/2018,$13.56,$164.19
"Bausch + Lomb, Inc.",24208081205,01/01/2021,01/18/2019,$9.85,$174.04
"Bausch + Lomb, Inc.",24208081205,01/01/2021,01/09/2020,$10.44,$184.48
"Bausch + Lomb, Inc.",24208081205,01/01/2021,01/01/2021,$11.07,$195.55
"Bausch + Lomb, Inc.",24208081305,01/01/2021,01/06/2017,$13.46,$163.01
"Bausch + Lomb, Inc.",24208081305,01/01/2021,01/05/2018,$14.67,$177.68
"Bausch + Lomb, Inc.",24208081305,01/01/2021,01/18/2019,$10.66,$188.34
"Bausch + Lomb, Inc.",24208081305,01/01/2021,01/09/2020,$11.30,$199.64
"Bausch + Lomb, Inc.",24208081305,01/01/2021,01/01/2021,$11.98,$211.62
"Bausch + Lomb, Inc.",24208081310,01/01/2021,01/06/2017,$17.24,$208.85
"Bausch + Lomb, Inc.",24208081310,01/01/2021,01/05/2018,$18.80,$227.65
"Bausch + Lomb, Inc.",24208081310,01/01/2021,01/18/2019,$13.66,$241.31
"Bausch + Lomb, Inc.",24208081310,01/01/2021,01/09/2020,$14.48,$255.79
"Bausch + Lomb, Inc.",24208081310,01/01/2021,01/01/2021,$15.35,$271.14
"Bausch + Lomb, Inc.",24208081425,01/01/2021,01/06/2017,$14.55,$176.23
"Bausch + Lomb, Inc.",24208081425,01/01/2021,01/05/2018,$15.86,$192.09
"Bausch + Lomb, Inc.",24208081425,01/01/2021,01/18/2019,$11.53,$203.62
"Bausch + Lomb, Inc.",24208081425,01/01/2021,01/09/2020,$12.22,$215.84
"Bausch + Lomb, Inc.",24208081425,01/01/2021,01/01/2021,$12.95,$228.79
"Bausch + Lomb, Inc.",24208081605,01/01/2021,01/06/2017,$15.95,$193.12
"Bausch + Lomb, Inc.",24208081605,01/01/2021,01/05/2018,$17.38,$210.50
"Bausch + Lomb, Inc.",24208081605,01/01/2021,01/18/2019,$12.63,$223.13
"Bausch + Lomb, Inc.",24208081605,01/01/2021,01/09/2020,$13.39,$236.52
"Bausch + Lomb, Inc.",24208081605,01/01/2021,01/01/2021,$14.19,$250.71
"Bausch Health US, LLC",00187006301,01/01/2021,01/06/2017,$176.63,"$2,139.17"
"Bausch Health US, LLC",00187006301,01/01/2021,01/05/2018,$192.53,"$2,331.70"
"Bausch Health US, LLC",00187006301,01/01/2021,01/18/2019,$139.90,"$2,471.60"
"Bausch Health US, LLC",00187006301,01/01/2021,02/06/2020,$195.26,"$2,666.86"
"Bausch Health US, LLC",00187006301,01/01/2021,01/01/2021,$210.68,"$2,877.54"
"Bausch Health US, LLC",00187006401,01/01/2021,01/06/2017,$235.95,"$2,857.62"
"Bausch Health US, LLC",00187006401,01/01/2021,01/05/2018,$257.19,"$3,114.81"
"Bausch Health US, LLC",00187006401,01/01/2021,01/18/2019,$186.89,"$3,301.70"
"Bausch Health US, LLC",00187006401,01/01/2021,02/06/2020,$260.83,"$3,562.53"
"Bausch Health US, LLC",00187006401,01/01/2021,01/01/2021,$281.44,"$3,843.97"
"Bausch Health US, LLC",00187006410,01/01/2021,01/06/2017,"$2,310.85","$27,986.98"
"Bausch Health US, LLC",00187006410,01/01/2021,01/05/2018,"$2,518.83","$30,505.81"
"Bausch Health US, LLC",00187006410,01/01/2021,01/18/2019,"$1,830.35","$32,336.16"
"Bausch Health US, LLC",00187006410,01/01/2021,02/06/2020,"$2,554.56","$34,890.72"
"Bausch Health US, LLC",00187006410,01/01/2021,01/01/2021,"$2,756.36","$37,647.08"
"Bausch Health US, LLC",00187006501,01/01/2021,01/06/2017,$376.03,"$4,554.16"
"Bausch Health US, LLC",00187006501,01/01/2021,01/05/2018,$409.87,"$4,964.03"
"Bausch Health US, LLC",00187006501,01/01/2021,01/18/2019,$297.84,"$5,261.87"
"Bausch Health US, LLC",00187006501,01/01/2021,02/06/2020,$415.69,"$5,677.56"
"Bausch Health US, LLC",00187006501,01/01/2021,01/01/2021,$448.52,"$6,126.08"
"Bausch Health US, LLC",00187045302,01/01/2021,01/18/2019,$244.19,"$4,314.06"
"Bausch Health US, LLC",00187045302,01/01/2021,01/09/2020,$258.84,"$4,572.90"
"Bausch Health US, LLC",00187045302,01/01/2021,01/01/2021,$274.38,"$4,847.28"
"Bausch Health US, LLC",00187073030,01/01/2021,10/13/2016,$97.34,"$1,178.95"
"Bausch Health US, LLC",00187073030,01/01/2021,10/05/2017,$106.11,"$1,285.06"
"Bausch Health US, LLC",00187073030,01/01/2021,01/18/2019,$77.10,"$1,362.16"
"Bausch Health US, LLC",00187073030,01/01/2021,01/09/2020,$107.61,"$1,469.77"
"Bausch Health US, LLC",00187073030,01/01/2021,01/01/2021,$116.11,"$1,585.88"
"Bausch Health US, LLC",00187073090,01/01/2021,10/13/2016,$292.05,"$3,537.07"
"Bausch Health US, LLC",00187073090,01/01/2021,10/05/2017,$318.34,"$3,855.41"
"Bausch Health US, LLC",00187073090,01/01/2021,01/18/2019,$231.32,"$4,086.73"
"Bausch Health US, LLC",00187073090,01/01/2021,01/09/2020,$322.85,"$4,409.58"
"Bausch Health US, LLC",00187073090,01/01/2021,01/01/2021,$348.36,"$4,757.94"
"Bausch Health US, LLC",00187073130,01/01/2021,10/13/2016,$128.50,"$1,556.27"
"Bausch Health US, LLC",00187073130,01/01/2021,10/05/2017,$140.06,"$1,696.33"
"Bausch Health US, LLC",00187073130,01/01/2021,01/18/2019,$101.78,"$1,798.11"
"Bausch Health US, LLC",00187073130,01/01/2021,01/09/2020,$142.05,"$1,940.16"
"Bausch Health US, LLC",00187073130,01/01/2021,01/01/2021,$153.27,"$2,093.43"
"Bausch Health US, LLC",00187149605,01/01/2021,01/06/2017,$34.09,$412.82
"Bausch Health US, LLC",00187149605,01/01/2021,01/05/2018,$37.15,$449.97
"Bausch Health US, LLC",00187149605,01/01/2021,01/18/2019,$27.00,$476.97
"Bausch Health US, LLC",00187149605,01/01/2021,01/09/2020,$28.62,$505.59
"Bausch Health US, LLC",00187149605,01/01/2021,01/01/2021,$30.33,$535.92
"Bausch Health US, LLC",00187149825,01/01/2021,01/06/2017,$29.89,$362.01
"Bausch Health US, LLC",00187149825,01/01/2021,01/05/2018,$32.58,$394.59
"Bausch Health US, LLC",00187149825,01/01/2021,01/18/2019,$23.68,$418.27
"Bausch Health US, LLC",00187149825,01/01/2021,01/09/2020,$25.10,$443.37
"Bausch Health US, LLC",00187149825,01/01/2021,01/01/2021,$26.60,$469.97
"Bausch Health US, LLC",00187301030,01/01/2021,10/13/2016,$109.12,"$1,321.53"
"Bausch Health US, LLC",00187301030,01/01/2021,01/05/2018,$118.94,"$1,440.47"
"Bausch Health US, LLC",00187301030,01/01/2021,01/18/2019,$86.43,"$1,526.90"
"Bausch Health US, LLC",00187301030,01/01/2021,01/09/2020,$91.61,"$1,618.51"
"Bausch Health US, LLC",00187301030,01/01/2021,01/01/2021,$97.11,"$1,715.62"
"Bausch Health US, LLC",00187301220,01/01/2021,10/13/2016,$88.63,"$1,073.41"
"Bausch Health US, LLC",00187301220,01/01/2021,01/05/2018,$96.61,"$1,170.02"
"Bausch Health US, LLC",00187301220,01/01/2021,01/18/2019,$70.20,"$1,240.22"
"Bausch Health US, LLC",00187301220,01/01/2021,01/09/2020,$74.41,"$1,314.63"
"Bausch Health US, LLC",00187301220,01/01/2021,01/01/2021,$78.88,"$1,393.51"
"Bausch Health US, LLC",00187301330,01/01/2021,10/13/2016,$62.09,$751.96
"Bausch Health US, LLC",00187301330,01/01/2021,01/05/2018,$67.68,$819.64
"Bausch Health US, LLC",00187301330,01/01/2021,01/18/2019,$49.18,$868.82
"Bausch Health US, LLC",00187301330,01/01/2021,01/09/2020,$52.13,$920.95
"Bausch Health US, LLC",00187301330,01/01/2021,01/01/2021,$55.26,$976.21
"Bausch Health US, LLC",00187305050,01/01/2021,01/06/2017,$39.96,$483.95
"Bausch Health US, LLC",00187305050,01/01/2021,01/05/2018,$43.56,$527.51
"Bausch Health US, LLC",00187305050,01/01/2021,01/18/2019,$31.65,$559.16
"Bausch Health US, LLC",00187305050,01/01/2021,01/09/2020,$33.55,$592.71
"Bausch Health US, LLC",00187305050,01/01/2021,01/01/2021,$35.56,$628.27
"Bausch Health US, LLC",00187410010,01/01/2021,01/09/2020,$335.51,"$4,582.48"
"Bausch Health US, LLC",00187410010,01/01/2021,01/01/2021,$362.02,"$4,944.50"
"Bausch Health US, LLC",00187442010,01/01/2021,01/05/2018,$83.47,"$1,010.86"
"Bausch Health US, LLC",00187442010,01/01/2021,01/18/2019,$60.65,"$1,071.51"
"Bausch Health US, LLC",00187442010,01/01/2021,01/09/2020,$64.29,"$1,135.80"
"Bausch Health US, LLC",00187442010,01/01/2021,01/01/2021,$89.73,"$1,225.53"
"Bausch Health US, LLC",00187442030,01/01/2021,01/05/2018,$25.04,$303.26
"Bausch Health US, LLC",00187442030,01/01/2021,01/18/2019,$18.20,$321.46
"Bausch Health US, LLC",00187442030,01/01/2021,01/09/2020,$19.29,$340.75
"Bausch Health US, LLC",00187442030,01/01/2021,01/01/2021,$26.92,$367.67
"Bausch Health US, LLC",00187444010,01/01/2021,01/05/2018,$161.33,"$1,953.83"
"Bausch Health US, LLC",00187444010,01/01/2021,01/18/2019,$117.23,"$2,071.06"
"Bausch Health US, LLC",00187444010,01/01/2021,01/09/2020,$124.26,"$2,195.32"
"Bausch Health US, LLC",00187444010,01/01/2021,01/01/2021,$173.43,"$2,368.75"
"Bausch Health US, LLC",00187444030,01/01/2021,01/05/2018,$48.39,$586.11
"Bausch Health US, LLC",00187444030,01/01/2021,01/18/2019,$35.17,$621.28
"Bausch Health US, LLC",00187444030,01/01/2021,01/09/2020,$37.28,$658.56
"Bausch Health US, LLC",00187444030,01/01/2021,01/01/2021,$52.02,$710.58
"Bausch Health US, LLC",00187581030,01/01/2021,10/13/2016,$98.60,"$1,194.11"
"Bausch Health US, LLC",00187581030,01/01/2021,10/05/2017,$107.47,"$1,301.58"
"Bausch Health US, LLC",00187581030,01/01/2021,01/18/2019,$78.09,"$1,379.67"
"Bausch Health US, LLC",00187581030,01/01/2021,01/09/2020,$108.99,"$1,488.66"
"Bausch Health US, LLC",00187581030,01/01/2021,01/01/2021,$117.61,"$1,606.27"
"Bausch Health US, LLC",00187581130,01/01/2021,10/13/2016,$129.97,"$1,574.13"
"Bausch Health US, LLC",00187581130,01/01/2021,10/05/2017,$141.67,"$1,715.80"
"Bausch Health US, LLC",00187581130,01/01/2021,01/18/2019,$102.95,"$1,818.75"
"Bausch Health US, LLC",00187581130,01/01/2021,01/09/2020,$143.68,"$1,962.43"
"Bausch Health US, LLC",00187581130,01/01/2021,01/01/2021,$155.03,"$2,117.46"
"Bausch Health US, LLC",00187581230,01/01/2021,10/13/2016,$295.78,"$3,582.25"
"Bausch Health US, LLC",00187581230,01/01/2021,10/05/2017,$322.40,"$3,904.65"
"Bausch Health US, LLC",00187581230,01/01/2021,01/18/2019,$234.28,"$4,138.93"
"Bausch Health US, LLC",00187581230,01/01/2021,01/09/2020,$326.98,"$4,465.91"
"Bausch Health US, LLC",00187581230,01/01/2021,01/01/2021,$352.80,"$4,818.71"
"Bausch Health US, LLC",25010030515,01/01/2021,01/18/2019,"$1,967.66","$34,762.06"
"Bausch Health US, LLC",25010030515,01/01/2021,01/09/2020,"$2,085.72","$36,847.78"
"Bausch Health US, LLC",25010030515,01/01/2021,01/01/2021,"$2,210.87","$39,058.65"
"Bausch Health US, LLC",66490069010,01/01/2021,01/05/2018,$107.21,"$1,298.42"
"Bausch Health US, LLC",66490069010,01/01/2021,01/18/2019,$77.91,"$1,376.33"
"Bausch Health US, LLC",66490069010,01/01/2021,02/06/2020,$108.73,"$1,485.06"
"Bausch Health US, LLC",66490069010,01/01/2021,01/01/2021,$117.32,"$1,602.38"
"Bausch Health US, LLC",66490069110,01/01/2021,01/05/2018,$368.94,"$4,468.24"
"Bausch Health US, LLC",66490069110,01/01/2021,01/18/2019,$268.09,"$4,736.33"
"Bausch Health US, LLC",66490069110,01/01/2021,02/06/2020,$374.17,"$5,110.50"
"Bausch Health US, LLC",66490069110,01/01/2021,01/01/2021,$403.73,"$5,514.23"
"BioDelivery Sciences International, Inc. ",59385002160,01/01/2021,09/06/2017,$23.00,$278.60
"BioDelivery Sciences International, Inc. ",59385002160,01/01/2021,01/25/2018,$25.07,$303.67
"BioDelivery Sciences International, Inc. ",59385002160,01/01/2021,03/13/2019,$28.54,$332.21
"BioDelivery Sciences International, Inc. ",59385002160,01/01/2021,01/01/2020,$16.61,$348.82
"BioDelivery Sciences International, Inc. ",59385002160,01/01/2021,01/01/2021,$17.44,$366.26
"BioDelivery Sciences International, Inc. ",59385002260,01/01/2021,10/24/2017,$23.00,$278.60
"BioDelivery Sciences International, Inc. ",59385002260,01/01/2021,01/25/2018,$25.07,$303.67
"BioDelivery Sciences International, Inc. ",59385002260,01/01/2021,03/13/2019,$28.54,$332.21
"BioDelivery Sciences International, Inc. ",59385002260,01/01/2021,01/01/2020,$16.61,$348.82
"BioDelivery Sciences International, Inc. ",59385002260,01/01/2021,01/01/2021,$17.44,$366.26
"BioDelivery Sciences International, Inc. ",59385002360,01/01/2021,09/06/2017,$36.13,$437.53
"BioDelivery Sciences International, Inc. ",59385002360,01/01/2021,01/25/2018,$39.38,$476.91
"BioDelivery Sciences International, Inc. ",59385002360,01/01/2021,03/13/2019,$44.83,$521.74
"BioDelivery Sciences International, Inc. ",59385002360,01/01/2021,01/01/2020,$26.09,$547.83
"BioDelivery Sciences International, Inc. ",59385002360,01/01/2021,01/01/2021,$27.39,$575.22
"BioDelivery Sciences International, Inc. ",59385002460,01/01/2021,08/22/2017,$49.09,$594.49
"BioDelivery Sciences International, Inc. ",59385002460,01/01/2021,01/25/2018,$53.51,$648.00
"BioDelivery Sciences International, Inc. ",59385002460,01/01/2021,03/13/2019,$60.91,$708.91
"BioDelivery Sciences International, Inc. ",59385002460,01/01/2021,01/01/2020,$35.45,$744.36
"BioDelivery Sciences International, Inc. ",59385002460,01/01/2021,01/01/2021,$37.22,$781.58
"BioDelivery Sciences International, Inc. ",59385002560,01/01/2021,08/28/2017,$52.38,$634.38
"BioDelivery Sciences International, Inc. ",59385002560,01/01/2021,01/25/2018,$57.09,$691.47
"BioDelivery Sciences International, Inc. ",59385002560,01/01/2021,03/13/2019,$65.00,$756.47
"BioDelivery Sciences International, Inc. ",59385002560,01/01/2021,01/01/2020,$37.82,$794.29
"BioDelivery Sciences International, Inc. ",59385002560,01/01/2021,01/01/2021,$39.71,$834.00
"BioDelivery Sciences International, Inc. ",59385002660,01/01/2021,01/10/2018,$55.08,$667.08
"BioDelivery Sciences International, Inc. ",59385002660,01/01/2021,01/25/2018,$60.04,$727.12
"BioDelivery Sciences International, Inc. ",59385002660,01/01/2021,03/13/2019,$68.35,$795.47
"BioDelivery Sciences International, Inc. ",59385002660,01/01/2021,01/01/2020,$39.77,$835.24
"BioDelivery Sciences International, Inc. ",59385002660,01/01/2021,01/01/2021,$41.76,$877.00
"BioDelivery Sciences International, Inc. ",59385002760,01/01/2021,08/08/2017,$56.70,$686.70
"BioDelivery Sciences International, Inc. ",59385002760,01/01/2021,01/25/2018,$61.80,$748.50
"BioDelivery Sciences International, Inc. ",59385002760,01/01/2021,03/13/2019,$70.36,$818.86
"BioDelivery Sciences International, Inc. ",59385002760,01/01/2021,01/01/2020,$40.94,$859.80
"BioDelivery Sciences International, Inc. ",59385002760,01/01/2021,01/01/2021,$42.99,$902.79
"BioDelivery Sciences International, Inc. ",59385004130,01/01/2021,01/01/2020,$17.96,$377.11
"BioDelivery Sciences International, Inc. ",59385004130,01/01/2021,01/01/2021,$18.86,$395.97
Biogen,64406000801,01/01/2021,01/01/2016,$263.00,"$5,521.00"
Biogen,64406000801,01/01/2021,07/01/2016,$276.00,"$5,797.00"
Biogen,64406000801,01/01/2021,01/01/2017,$203.00,"$6,000.00"
Biogen,64406000801,01/01/2021,01/01/2018,$180.00,"$6,180.00"
Biogen,64406000801,01/01/2021,01/01/2019,$216.30,"$6,396.30"
Biogen,64406000801,01/01/2021,07/01/2019,$223.87,"$6,620.17"
Biogen,64406000801,01/01/2021,01/01/2020,$231.70,"$6,851.87"
Biogen,64406000801,01/01/2021,07/03/2020,$239.81,"$7,091.68"
Biogen,64406000801,01/01/2021,01/01/2021,$372.31,"$7,463.99"
Boehringer Ingelheim,00597000201,01/01/2021,01/05/2016,$26.50,$468.20
Boehringer Ingelheim,00597000201,01/01/2021,01/04/2017,$28.09,$496.29
Boehringer Ingelheim,00597000201,01/01/2021,01/03/2018,$29.78,$526.07
Boehringer Ingelheim,00597000201,01/01/2021,01/01/2019,$31.56,$557.63
Boehringer Ingelheim,00597000201,01/01/2021,01/01/2020,$33.46,$591.09
Boehringer Ingelheim,00597000201,01/01/2021,01/01/2021,$23.64,$614.73
Boehringer Ingelheim,00597000302,01/01/2021,01/05/2016,$79.51,"$1,404.66"
Boehringer Ingelheim,00597000302,01/01/2021,01/04/2017,$84.28,"$1,488.94"
Boehringer Ingelheim,00597000302,01/01/2021,01/03/2018,$89.34,"$1,578.28"
