HCAI ID,Manufacturer Name,Date Reported,NDC Number,Drug Product Description,WAC Effective Date,WAC Increase Amount,WAC After Increase,Patent Expiration Date,Drug Source Type,Unit Sales Volume in US,Unit Sales Volume Non-Public Indicator,Cost Increase Factors,Cost Increase Factors Non-Public Indicator,Change Improvement Description,Change Improvement Non-Public Indicator,Acquisition Date,Company Acquired From,Acquisition Price,Acquisition Price Non-Public Indicator,Acquisition Price Comment,WAC at Acquisition,WAC Year Prior to Acquisition,Year Drug Introduced to Market,WAC at Intro to Market,Supporting Documents,General Comments
Rx0000069,Amgen,03/31/2021,58406044501,"Enbrel Sureclick, 50mg/mL, Pen Injector (ML), 1 pk",01/22/2021,102.80,1492.04,10/19/2037,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employs flexible pricing approaches to ensure patient access",,,1,,,,,,,,,,,"Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Enbrel reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2021,58406003204,"Enbrel Sureclick, 50mg/mL, Pen Injector (ML), 4 pack",01/22/2021,411.22,5968.16,10/19/2037,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employs flexible pricing approaches to ensure patient access",,,1,,,,,,,,,,,"Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Enbrel reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2021,58406044504,"Enbrel Sureclick, 50mg/mL, Pen Injector (ML), 4 pk",01/22/2021,411.22,5968.16,10/19/2037,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employs flexible pricing approaches to ensure patient access",,,1,,,,,,,,,,,"Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Enbrel reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2021,58406042534,"Enbrel, 25mg (1 mL), Vial (EA), 4 pk",01/22/2021,205.61,2984.08,04/24/2029,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employs flexible pricing approaches to ensure patient access",,,1,,,,,,,,,,,"Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Enbrel reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2021,58406042541,"Enbrel, 25mg (1mL), Vial (EA), 1 pk",01/22/2021,51.40,746.02,04/24/2029,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employs flexible pricing approaches to ensure patient access",,,1,,,,,,,,,,,"Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Enbrel reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2021,58406001001,"Enbrel, 25mg/0.5mL, Syringe (ML), 1 pack",01/22/2021,51.40,746.02,10/19/2037,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employs flexible pricing approaches to ensure patient access",,,1,,,,,,,,,,,"Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Enbrel reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2021,58406001004,"Enbrel, 25mg/0.5mL, Syringe (ML), 4 pack",01/22/2021,205.61,2984.08,10/19/2037,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employs flexible pricing approaches to ensure patient access",,,1,,,,,,,,,,,"Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available.The patent expiration information provided for Enbrel reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2021,58406005501,"Enbrel, 25mg/0.5mL, Vial (EA), 1 pack",01/22/2021,51.40,746.02,10/19/2037,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employs flexible pricing approaches to ensure patient access",,,1,,,,,,,,,,,"Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Enbrel reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2021,58406005504,"Enbrel, 25mg/0.5mL, Vial (EA), 4 pack",01/22/2021,205.61,2984.08,10/19/2037,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employs flexible pricing approaches to ensure patient access",,,1,,,,,,,,,,,"Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Enbrel reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2021,58406045501,"Enbrel, 25mg/mL, Syringe (ML), 1 pk",01/22/2021,51.40,746.02,10/19/2037,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employs flexible pricing approaches to ensure patient access",,,1,,,,,,,,,,,"Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Enbrel reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2021,58406045504,"Enbrel, 25mg/mL, Syringe (ML), 4 pk",01/22/2021,205.61,2984.08,10/19/2037,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employs flexible pricing approaches to ensure patient access",,,1,,,,,,,,,,,"Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Enbrel reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2021,58406002101,"Enbrel, 50mg/mL, Syringe (ML), 1 pack",01/22/2021,102.80,1492.04,10/19/2037,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employs flexible pricing approaches to ensure patient access",,,1,,,,,,,,,,,"Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Enbrel reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2021,58406043501,"Enbrel, 50mg/mL, Syringe (ML), 1 pk",01/22/2021,102.80,1492.04,10/19/2037,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employs flexible pricing approaches to ensure patient access",,,1,,,,,,,,,,,"Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Enbrel reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2021,58406002104,"Enbrel, 50mg/mL, Syringe (ML), 4 pack",01/22/2021,411.22,5968.16,10/19/2037,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employs flexible pricing approaches to ensure patient access",,,1,,,,,,,,,,,"Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Enbrel reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2021,58406043504,"Enbrel, 50mg/mL, Syringe (ML), 4 pk",01/22/2021,411.22,5968.16,10/19/2037,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employs flexible pricing approaches to ensure patient access",,,1,,,,,,,,,,,"Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Enbrel reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,09/30/2021,59572063255,"Otezla,  10mg (4)-20mg (4)-30g (47), Tablet Dose Pack, 55 pack",08/18/2021,92.58,3950.06,05/29/2034,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employs flexible pricing approaches to ensure patient access",,,1,11/21/2019,Celgene,13400000000,,,3398.00,3283.09,2015,1875.00,,"This is the old Celgene NDC that will be discontinued after product runs out in channel. Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Otezla reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,09/30/2021,59572063106,"Otezla,  30mg, Tablet, 60 pack",08/18/2021,92.58,3950.06,05/29/2034,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employs flexible pricing approaches to ensure patient access",,,1,11/21/2019,Celgene,13400000000,,,3398.00,3283.09,2014,1875.00,,"This is the old Celgene NDC that will be discontinued after product runs out in channel. Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Otezla reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2021,55513036955,"Otezla, 10mg (4)-20mg (4)-30g (47), Tablet Dose Pack, 55 pack",01/22/2021,265.79,3857.48,05/29/2034,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employs flexible pricing approaches to ensure patient access",,,1,11/21/2019,Celgene,13400000000,,,3398.00,3283.09,2020,3591.69,,"This is a new Amgen NDC that we are reassigning from the old Celgene NDC. Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Otezla reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,09/30/2021,55513036955,"Otezla, 10mg (4)-20mg (4)-30g (47), Tablet Dose Pack, 55 pack",08/18/2021,92.58,3950.06,05/29/2034,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employs flexible pricing approaches to ensure patient access",,,1,11/21/2019,Celgene,13400000000,,,3398.00,3283.09,2020,3591.69,,"This is a new Amgen NDC that we are reassigning from the old Celgene NDC. Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Otezla reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2021,59572063255,"Otezla, 10mg (4)-20mg (4)-30g (47), Tablet Dose Pack, 55 pk",01/22/2021,265.79,3857.48,05/29/2034,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employs flexible pricing approaches to ensure patient access",,,1,11/21/2019,Celgene,13400000000,,,3398.00,3283.09,2015,1875.00,,"This is the old Celgene NDC that will be discontinued after product runs out in channel. Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Otezla reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2021,55513013760,"Otezla, 30mg, Tablet, 60 pack",01/22/2021,265.79,3857.48,05/29/2034,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employs flexible pricing approaches to ensure patient access",,,1,11/21/2019,Celgene,13400000000,,,3398.00,3283.09,2020,3591.69,,"This is a new Amgen NDC that we are reassigning from the old Celgene NDC. Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Otezla reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,09/30/2021,55513013760,"Otezla, 30mg, Tablet, 60 pack",08/18/2021,92.58,3950.06,05/29/2034,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employs flexible pricing approaches to ensure patient access",,,1,11/21/2019,Celgene,13400000000,,,3398.00,3283.09,2020,3591.69,,"This is a new Amgen NDC that we are reassigning from the old Celgene NDC. Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Otezla reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000069,Amgen,03/31/2021,59572063106,"Otezla, 30mg, Tablet, 60 pk",01/22/2021,265.79,3857.48,05/29/2034,Single Source Drug,,1,"Amgen understands that the cost of prescription drugs is a concern for many people, and we are committed to the responsible pricing of our medicines. 
Our approach to pricing across the globe is underpinned by two simple core principles:
I. Pricing our products according to the value they deliver
II. Employs flexible pricing approaches to ensure patient access",,,1,11/21/2019,Celgene,13400000000,,,3398.00,3283.09,2014,1875.00,,"This is the old Celgene NDC that will be discontinued after product runs out in channel. Unit Sales Volume and Change Improvement: Per CA Health & Safety Code §127681(c) Amgen respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. The patent expiration information provided for Otezla reflects the date for the latest-expiring material patents publicly disclosed in Amgen financial disclosures, including method of treatment and manufacture patents."
Rx0000122,Amneal Pharmaceuticals,03/31/2021,64896066930,"Emverm Oral Tablet Chewable 100 MG, Package size of 1",02/15/2021,46.07,511.38,,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,405.53,369.00,2017,369.00,,
Rx0000122,Amneal Pharmaceuticals,03/31/2021,64896069701,"oxyMORphone HCl ER Oral Tablet Extended Release 12 Hour 10 MG, Package size of 100",02/15/2021,96.80,583.21,,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,381.56,381.56,2013,278.45,,
Rx0000122,Amneal Pharmaceuticals,03/31/2021,64896069713,"oxyMORphone HCl ER Oral Tablet Extended Release 12 Hour 10 MG, Package size of 60",02/15/2021,58.08,349.93,,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,228.94,228.94,2013,167.07,,
Rx0000122,Amneal Pharmaceuticals,03/31/2021,64896069801,"oxyMORphone HCl ER Oral Tablet Extended Release 12 Hour 15 MG, Package size of 100",02/15/2021,134.23,808.75,,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,529.13,529.13,2013,386.15,,
Rx0000122,Amneal Pharmaceuticals,03/31/2021,64896069813,"oxyMORphone HCl ER Oral Tablet Extended Release 12 Hour 15 MG, Package size of 60",02/15/2021,80.54,485.26,,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,317.48,317.48,2013,231.69,,
Rx0000122,Amneal Pharmaceuticals,03/31/2021,64896069901,"oxyMORphone HCl ER Oral Tablet Extended Release 12 Hour 20 MG, Package size of 100",02/15/2021,171.68,1034.38,,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,676.74,676.74,2013,493.86,,
Rx0000122,Amneal Pharmaceuticals,03/31/2021,64896069913,"oxyMORphone HCl ER Oral Tablet Extended Release 12 Hour 20 MG, Package size of 60",02/15/2021,103.01,620.63,,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,406.05,406.05,2013,296.32,,
Rx0000122,Amneal Pharmaceuticals,03/31/2021,64896070001,"oxyMORphone HCl ER Oral Tablet Extended Release 12 Hour 30 MG, Package size of 100",02/15/2021,247.10,1488.82,,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,974.06,974.06,2013,710.84,,
Rx0000122,Amneal Pharmaceuticals,03/31/2021,64896070013,"oxyMORphone HCl ER Oral Tablet Extended Release 12 Hour 30 MG, Package size of 60",02/15/2021,148.26,893.30,,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,584.44,584.44,2013,426.50,,
Rx0000122,Amneal Pharmaceuticals,03/31/2021,64896070101,"oxyMORphone HCl ER Oral Tablet Extended Release 12 Hour 40 MG, Package size of 100",02/15/2021,322.53,1943.28,,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,1271.39,1271.39,2013,927.82,,
Rx0000122,Amneal Pharmaceuticals,03/31/2021,64896070113,"oxyMORphone HCl ER Oral Tablet Extended Release 12 Hour 40 MG, Package size of 60",02/15/2021,193.52,1165.97,,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,762.84,762.84,2013,556.69,,
Rx0000122,Amneal Pharmaceuticals,03/31/2021,64896069501,"oxyMORphone HCl ER Oral Tablet Extended Release 12 Hour 5 MG, Package size of 100",02/15/2021,50.41,303.72,,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,198.71,198.71,2013,145.00,,
Rx0000122,Amneal Pharmaceuticals,03/31/2021,64896069513,"oxyMORphone HCl ER Oral Tablet Extended Release 12 Hour 5 MG, Package size of 60",02/15/2021,30.24,182.22,,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,119.22,119.22,2013,87.01,,
Rx0000122,Amneal Pharmaceuticals,03/31/2021,64896069601,"oxyMORphone HCl ER Oral Tablet Extended Release 12 Hour 7.5 MG, Package size of 100",02/15/2021,73.60,443.44,,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,290.12,290.12,2013,211.72,,
Rx0000122,Amneal Pharmaceuticals,03/31/2021,64896069613,"oxyMORphone HCl ER Oral Tablet Extended Release 12 Hour 7.5 MG, Package size of 60",02/15/2021,44.16,266.06,,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,174.07,174.07,2013,127.03,,
Rx0000122,Amneal Pharmaceuticals,03/31/2021,64896066101,"Rytary Oral Capsule Extended Release 23.75-95 MG, Package size of 100",02/15/2021,15.07,350.05,12/26/2028,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,291.68,258.41,2015,230.00,,
Rx0000122,Amneal Pharmaceuticals,03/31/2021,64896066201,"Rytary Oral Capsule Extended Release 36.25-145 MG, Package size of 100",02/15/2021,15.07,350.05,12/26/2028,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,291.68,258.41,2015,230.00,,
Rx0000122,Amneal Pharmaceuticals,03/31/2021,64896066301,"Rytary Oral Capsule Extended Release 48.75-195 MG, Package size of 100",02/15/2021,15.07,350.05,12/26/2028,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,291.68,258.41,2015,230.00,,
Rx0000122,Amneal Pharmaceuticals,03/31/2021,64896066401,"Rytary Oral Capsule Extended Release 61.25-245 MG, Package size of 100",02/15/2021,18.94,439.86,12/26/2028,Single Source Drug,,1,,1,,1,05/07/2018,IMPAX,,1,This deal was a merger in which Impax shareholders received 25% of the outstanding shares of the new company.,366.51,324.69,2015,289.00,,
Rx0000122,Amneal Pharmaceuticals,03/31/2021,60846080501,"Unithroid Oral Tablet 100 MCG, Package size of 100",02/15/2021,30.42,337.72,,Non-innovator Multiple Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000122,Amneal Pharmaceuticals,03/31/2021,60846080601,"Unithroid Oral Tablet 112 MCG, Package size of 100",02/15/2021,30.48,338.40,,Non-innovator Multiple Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000122,Amneal Pharmaceuticals,03/31/2021,60846080701,"Unithroid Oral Tablet 125 MCG, Package size of 100",02/15/2021,30.53,338.96,,Non-innovator Multiple Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000122,Amneal Pharmaceuticals,03/31/2021,60846080801,"Unithroid Oral Tablet 137 MCG, Package size of 100",02/15/2021,30.57,339.32,,Non-innovator Multiple Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000122,Amneal Pharmaceuticals,03/31/2021,60846080901,"Unithroid Oral Tablet 150 MCG, Package size of 100",02/15/2021,30.59,339.59,,Non-innovator Multiple Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000122,Amneal Pharmaceuticals,03/31/2021,60846081001,"Unithroid Oral Tablet 175 MCG, Package size of 100",02/15/2021,30.64,340.10,,Non-innovator Multiple Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000122,Amneal Pharmaceuticals,03/31/2021,60846081101,"Unithroid Oral Tablet 200 MCG, Package size of 100",02/15/2021,30.67,340.42,,Non-innovator Multiple Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000122,Amneal Pharmaceuticals,03/31/2021,60846080101,"Unithroid Oral Tablet 25 MCG, Package size of 100",02/15/2021,30.25,335.81,,Non-innovator Multiple Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000122,Amneal Pharmaceuticals,03/31/2021,60846081201,"Unithroid Oral Tablet 300 MCG, Package size of 100",02/15/2021,30.70,340.76,,Non-innovator Multiple Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000122,Amneal Pharmaceuticals,03/31/2021,60846080201,"Unithroid Oral Tablet 50 MCG, Package size of 100",02/15/2021,30.27,336.03,,Non-innovator Multiple Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000122,Amneal Pharmaceuticals,03/31/2021,60846080301,"Unithroid Oral Tablet 75 MCG, Package size of 100",02/15/2021,30.30,336.41,,Non-innovator Multiple Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000122,Amneal Pharmaceuticals,03/31/2021,60846080401,"Unithroid Oral Tablet 88 MCG, Package size of 100",02/15/2021,30.37,337.15,,Non-innovator Multiple Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000176,ANIP,03/31/2021,62559067030,Arimidex (anastrozole) Tablets 1.0mg-30,03/05/2021,134.78,1632.37,,Innovator Multiple Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000176,ANIP,03/31/2021,62559052201,Inderal LA (propranolol hydrochloride) Long-Acting Cap 120mg-100,03/05/2021,670.45,8119.84,,Innovator Multiple Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000176,ANIP,03/31/2021,62559052301,Inderal LA (propranolol hydrochloride) Long-Acting Cap 160mg-100,03/05/2021,699.89,8476.47,,Innovator Multiple Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000176,ANIP,03/31/2021,62559052101,Inderal LA (propranolol hydrochloride) Long-Acting Capsules 80mg-100,03/05/2021,608.80,7373.21,,Innovator Multiple Source Drug,,1,,1,,1,,,,,,,,,,,
